model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,condition,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
"Volkswagen Touareg, 2012",2012,250 500 км,коричневый,18 675  / год,автоматическая,полный,Не требует ремонта,3 или более,3.6 л,249 л.с.,бензиновый ,АИ-95 ,8.4 с,10.9 л,Германия ,E ,220 км/ч,Euro 5 ,1 569 000 
"Volkswagen Passat, 2018",2018,167 718 км,чёрный,9 000  / год,роботизированная,передний,Не требует ремонта,1 владелец,1.8 л,180 л.с.,бензиновый ,АИ-95 ,7.9 с,5.8 л,Германия ,D ,232 км/ч,Euro 6 ,2 198 000 
"Hyundai Santa Fe Grand, 2014",2014,186 565 км,коричневый,40 500  / год,автоматическая,полный,Не требует ремонта,3 или более,3.3 л,270 л.с.,бензиновый ,АИ-95 ,8.0 с,10.0 л,Южная Корея ,D ,207 км/ч,Euro 5 ,2 000 000 
"Hyundai Creta, 2017",2017,90 592 км,чёрный,5 215  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,149 л.с.,бензиновый ,АИ-95 ,11.3 с,8.0 л,Южная Корея ,B ,179 км/ч,Euro 6 ,1 674 000 
"Audi A6, 2014",2014,164 500 км,серый,13 260  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.8 л,204 л.с.,бензиновый ,АИ-95 ,8.1 с,8.0 л,Германия ,E ,240 км/ч,Euro 5 ,1 465 000 
"Mazda 3, 2007",2007,110 000 км,чёрный,2 625  / год,автоматическая,передний,Не требует ремонта,3 или более,1.6 л,105 л.с.,бензиновый ,АИ-95 ,12.6 с,7.6 л,Япония ,C ,174 км/ч,?,570 000 
"BMW 4 серии 420d xDrive, 2021",2021,68 794 км,синий,9 500  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,190 л.с.,дизельный ,ДТ ,7.4 с,4.6 л,Германия ,D ,238 км/ч,Euro 6 ,5 149 999 
"BMW X5 30d, 2017",2017,82 784 км,коричневый,18 675  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.0 л,249 л.с.,дизельный ,ДТ ,6.9 с,6.2 л,Германия ,E ,230 км/ч,Euro 6 ,4 684 800 
"Genesis GV70, 2021",2021,14 050 км,серый,13 650  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.2 л,210 л.с.,дизельный ,ДТ ,?,8.3 л,Южная Корея ,D ,?,?,5 790 000 
"Bentley Bentayga, 2021",2021,32 000 км,бежевый,82 500  / год,автоматическая,полный,Не требует ремонта,1 владелец,4.0 л,550 л.с.,бензиновый ,АИ-95 ,4.5 с,12.0 л,Великобритания ,F ,290 км/ч,Euro 6 ,24 999 000 
"Hyundai Creta, 2019",2019,152 968 км,чёрный,3 075  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-95 ,12.3 с,7.0 л,Южная Корея ,B ,169 км/ч,Euro 6 ,1 374 000 
"Audi A4 35 TFSI, 2021",2021,20 100 км,синий,5 250  / год,роботизированная,передний,Не требует ремонта,2 владельца,2.0 л,150 л.с.,бензиновый ,АИ-95 ,8.9 с,6.0 л,Германия ,D ,225 км/ч,Euro 6 ,4 000 000 
"Maserati Quattroporte, 2007",2007,98 000 км,чёрный,60 000  / год,автоматическая,задний,Не требует ремонта,3 или более,4.2 л,400 л.с.,бензиновый ,АИ-98 ,5.6 с,14.7 л,Италия ,F ,270 км/ч,?,1 290 000 
"Mercedes-Benz GLE 450, 2020",2020,46 215 км,синий,55 050  / год,автоматическая,полный,Не требует ремонта,2 владельца,3.0 л,367 л.с.,бензиновый ,АИ-95 ,5.7 с,9.4 л,Германия ,E ,250 км/ч,Euro 6 ,8 390 000 
"Lada (ВАЗ) Granta, 2022",2022,4 000 км,чёрный,1 080  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,90 л.с.,бензиновый ,АИ-95 ,11.2 с,6.8 л,Россия ,B ,179 км/ч,Euro 5 ,950 000 
"Volkswagen Tiguan, 2020",2020,75 128 км,белый,5 250  / год,роботизированная,передний,Не требует ремонта,2 владельца,1.4 л,150 л.с.,бензиновый ,АИ-95 ,9.2 с,7.1 л,Германия ,C ,198 км/ч,Euro 6 ,2 550 000 
"Land Rover Range Rover Velar, 2018",2018,122 004 км,белый,18 750  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,250 л.с.,бензиновый ,АИ-95 ,6.7 с,7.6 л,Великобритания ,D ,217 км/ч,Euro 6 ,3 939 000 
"Porsche Cayenne, 2020",2020,99 500 км,серый,51 000  / год,автоматическая,полный,Не требует ремонта,2 владельца,3.0 л,340 л.с.,бензиновый ,АИ-98 ,6.2 с,9.2 л,Германия ,E ,245 км/ч,Euro 6 ,9 350 000 
"Volkswagen Tiguan, 2016",2016,153 000 км,коричневый,5 250  / год,роботизированная,передний,Не требует ремонта,2 владельца,1.4 л,150 л.с.,бензиновый ,АИ-95 ,9.3 с,6.7 л,Германия ,C ,196 км/ч,Euro 6 ,1 489 000 
"BMW X5 30d, 2023",2023,8 100 км,белый,44 700  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.0 л,298 л.с.,дизельный ,ДТ ,6.1 с,8.2 л,Германия ,E ,233 км/ч,Euro 6 ,12 337 000 
"Porsche Cayenne GTS, 2015",2015,163 267 км,чёрный,66 000  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.6 л,440 л.с.,бензиновый ,АИ-95 ,5.2 с,10.0 л,Германия ,E ,262 км/ч,Euro 6 ,3 888 000 
"EXEED TXL, 2022",2022,18 633 км,белый,9 300  / год,роботизированная,полный,Не требует ремонта,1 владелец,1.6 л,186 л.с.,бензиновый ,АИ-92 ,9.8 с,7.6 л,Китай ,D ,185 км/ч,Euro 5 ,2 878 000 
"Renault Duster, 2014",2014,93 099 км,коричневый,4 725  / год,автоматическая,передний,Не требует ремонта,2 владельца,2.0 л,135 л.с.,бензиновый ,АИ-95 ,11.2 с,8.3 л,Франция ,B ,168 км/ч,Euro 4 ,999 999 
"Haval F7x, 2022",2022,17 874 км,белый,9 500  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.0 л,190 л.с.,бензиновый ,АИ-95 ,?,8.4 л,Китай ,C ,195 км/ч,Euro 5 ,2 550 000 
"Kia Sorento, 2020",2020,5 188 км,белый,9 950  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.2 л,199 л.с.,дизельный ,ДТ ,9.2 с,6.1 л,Южная Корея ,D ,205 км/ч,Euro 5 ,4 875 000 
"Kia Sorento, 2021",2021,28 077 км,чёрный,8 950  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.5 л,179 л.с.,бензиновый ,АИ-95 ,10.3 с,8.9 л,Южная Корея ,D ,195 км/ч,Euro 5 ,3 440 000 
"Renault Logan Stepway, 2018",2018,129 800 км,белый,2 825  / год,вариатор,передний,Не требует ремонта,2 владельца,1.6 л,113 л.с.,бензиновый ,АИ-95 ,12.1 с,6.7 л,Франция ,B ,170 км/ч,Euro 5 ,1 065 000 
"Hyundai Elantra, 2007",2007,240 000 км,чёрный,3 050  / год,механическая,передний,Не требует ремонта,2 владельца,1.6 л,122 л.с.,бензиновый ,АИ-92 ,11.6 с,6.2 л,Южная Корея ,C ,183 км/ч,?,700 000 
"Mercedes-Benz G-Класс AMG 63 AMG, 2019",2019,47 500 км,чёрный,263 250  / год,автоматическая,полный,Не требует ремонта,2 владельца,4.0 л,585 л.с.,бензиновый ,АИ-98 ,4.5 с,13.3 л,Германия ,J ,220 км/ч,Euro 6 ,18 897 000 
"Mazda CX-5, 2013",2013,130 626 км,белый,5 250  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,150 л.с.,бензиновый ,АИ-95 ,9.4 с,6.7 л,Япония ,C ,187 км/ч,Euro 4 ,1 895 000 
"Kia Sorento, 2008",2008,207 542 км,чёрный,7 650  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.5 л,170 л.с.,дизельный ,ДТ ,12.4 с,8.6 л,Южная Корея ,D ,180 км/ч,Euro 4 ,849 000 
"BMW M5 Competition, 2021",2021,40 000 км,серый,93 750  / год,автоматическая,полный,Не требует ремонта,1 владелец,4.4 л,625 л.с.,бензиновый ,АИ-95 ,3.3 с,10.6 л,Германия ,E ,250 км/ч,Euro 6 ,13 500 000 
"Mercedes-Benz GLS 400 d, 2020",2020,37 229 км,серый,49 500  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.9 л,330 л.с.,дизельный ,ДТ ,6.3 с,7.9 л,Германия ,F ,238 км/ч,Euro 6 ,9 200 000 
"Kia Sorento, 2020",2020,237 000 км,синий,9 950  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.2 л,199 л.с.,дизельный ,ДТ ,9.2 с,6.1 л,Южная Корея ,D ,205 км/ч,Euro 5 ,3 450 000 
"Kia Ceed, 2019",2019,46 297 км,серый,4 480  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,128 л.с.,бензиновый ,АИ-92 ,10.5 с,6.8 л,Южная Корея ,C ,195 км/ч,Euro 6 ,1 620 000 
"Mazda CX-5, 2021",2021,52 522 км,белый,9 700  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.5 л,194 л.с.,бензиновый ,АИ-95 ,9.0 с,7.4 л,Япония ,C ,195 км/ч,?,3 699 000 
"Mazda 6, 2013",2013,374 400 км,белый,5 250  / год,автоматическая,передний,Не требует ремонта,3 или более,2.0 л,150 л.с.,бензиновый ,АИ-95 ,10.5 с,6.1 л,Япония ,D ,207 км/ч,?,1 250 000 
"EXEED TXL, 2023",2023,35 889 км,серый,9 850  / год,роботизированная,полный,Не требует ремонта,1 владелец,2.0 л,197 л.с.,бензиновый ,АИ-95 ,9.0 с,8.7 л,Китай ,D ,200 км/ч,Euro 6 ,3 069 000 
"EXEED TXL, 2022",2022,83 701 км,чёрный,9 300  / год,роботизированная,полный,Не требует ремонта,1 владелец,1.6 л,186 л.с.,бензиновый ,АИ-92 ,9.8 с,7.6 л,Китай ,D ,185 км/ч,Euro 5 ,2 308 000 
"Hyundai Santa Fe, 2022",2022,18 000 км,серый,9 700  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.5 л,194 л.с.,бензиновый ,АИ-95 ,?,?,Южная Корея ,D ,?,?,3 700 000 
"Land Rover Range Rover Velar, 2018",2018,85 000 км,чёрный,9 000  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,180 л.с.,дизельный ,ДТ ,8.9 с,5.4 л,Великобритания ,D ,209 км/ч,Euro 6 ,4 250 000 
"Hyundai Solaris, 2018",2018,133 645 км,белый,3 075  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,10.3 с,6.0 л,Южная Корея ,B ,193 км/ч,Euro 5 ,1 049 000 
"Kia Ceed, 2010",2010,174 029 км,серый,3 050  / год,автоматическая,передний,Не требует ремонта,3 или более,1.6 л,122 л.с.,бензиновый ,АИ-95 ,11.9 с,6.6 л,Южная Корея ,C ,187 км/ч,?,695 000 
"Volvo S90, 2017",2017,131 704 км,серый,18 675  / год,автоматическая,передний,Не требует ремонта,2 владельца,2.0 л,249 л.с.,бензиновый ,АИ-95 ,6.8 с,6.6 л,Швеция ,E ,230 км/ч,Euro 6 ,2 877 000 
"Kia K5, 2020",2020,63 323 км,синий,9 700  / год,автоматическая,передний,Не требует ремонта,1 владелец,2.5 л,194 л.с.,бензиновый ,АИ-95 ,8.6 с,7.1 л,Южная Корея ,D ,210 км/ч,Euro 5 ,2 729 000 
"Land Rover Discovery, 2017",2017,47 305 км,белый,18 675  / год,автоматическая,полный,Не требует ремонта,1 владелец,3.0 л,249 л.с.,дизельный ,ДТ ,8.1 с,7.2 л,Великобритания ,J ,209 км/ч,Euro 6 ,4 239 000 
"Kia Sportage, 2015",2015,120 676 км,чёрный,5 250  / год,механическая,передний,Не требует ремонта,1 владелец,2.0 л,150 л.с.,бензиновый ,АИ-95 ,10.7 с,8.5 л,Южная Корея ,C ,185 км/ч,Euro 5 ,1 397 000 
"Kia Ceed, 2019",2019,45 000 км,белый,4 480  / год,автоматическая,передний,Не требует ремонта,1 владелец,1.6 л,128 л.с.,бензиновый ,АИ-92 ,11.8 с,7.3 л,Южная Корея ,C ,192 км/ч,Euro 6 ,2 099 000 
"Mercedes-Benz GLE 400 d, 2020",2020,87 300 км,серый,49 500  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.9 л,330 л.с.,дизельный ,ДТ ,5.7 с,7.5 л,Германия ,E ,245 км/ч,Euro 6 ,7 689 000 
"Kia Ceed, 2010",2010,172 593 км,серебристый,3 125  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,125 л.с.,бензиновый ,АИ-95 ,10.8 с,6.2 л,Южная Корея ,C ,192 км/ч,Euro 5 ,900 000 
"Kia Ceed, 2010",2010,117 486 км,синий,3 050  / год,автоматическая,передний,Не требует ремонта,1 владелец,1.6 л,122 л.с.,бензиновый ,АИ-95 ,11.9 с,6.6 л,Южная Корея ,C ,187 км/ч,?,795 000 
"Mercedes-Benz GLE 350, 2020",2020,25 000 км,синий,38 700  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,258 л.с.,бензиновый ,АИ-95 ,7.5 с,10.6 л,Германия ,E ,228 км/ч,?,7 500 000 
