model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
Ford,2017,171017.0,коричневый,5250.0,автоматическая,передний,1 владелец,2.5,150.0,бензиновый ,АИ-95 ,10.7,8.1,США ,C ,185.0,Euro 5 ,1529000.0
Ford,2016,138035.0,чёрный,5250.0,автоматическая,передний,1 владелец,2.5,150.0,бензиновый ,АИ-95 ,9.7,8.1,США ,C ,185.0,Euro 5 ,1575000.0
Mazda,2013,153863.0,серый,5250.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.5,6.1,Япония ,D ,207.0,Euro 0,1475000.0
Mercedes-Benz,2009,250000.0,чёрный,13260.0,автоматическая,задний,3 или более,2.5,204.0,бензиновый ,АИ-95 ,8.6,9.1,Германия ,D ,233.0,Euro 0,759900.0
Ford,2018,72000.0,жёлтый,2625.0,механическая,передний,2 владельца,1.6,105.0,бензиновый ,АИ-95 ,12.5,6.0,США ,C ,180.0,Euro 5 ,910000.0
Mazda,2020,24285.0,синий,9700.0,автоматическая,полный,2 владельца,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,3399000.0
Bentley,2020,20000.0,коричневый,95250.0,роботизированная,полный,1 владелец,6.0,635.0,бензиновый ,АИ-95 ,3.8,14.8,Великобритания ,F ,333.0,Euro 6 ,25990000.0
Land,2018,95320.0,белый,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,7.6,6.9,Великобритания ,J ,209.0,Euro 4 ,5799000.0
Ford,2013,176541.0,серебристый,44100.0,автоматическая,полный,2 владельца,3.5,294.0,бензиновый ,АИ-92 ,8.7,11.0,США ,E ,183.0,Euro 0,1850000.0
Geely,2022,1013.0,серебристый,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,2300000.0
Nissan,2011,307000.0,серый,4935.0,вариатор,полный,2 владельца,2.0,141.0,бензиновый ,АИ-95 ,11.7,8.2,Япония ,C ,180.0,Euro 0,1290000.0
Infiniti,2021,20000.0,чёрный,18675.0,вариатор,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,7.3,8.6,Япония ,D ,220.0,Euro 0,4130000.0
Kia,2017,271000.0,жёлтый,5250.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.7,7.8,Южная Корея ,D ,202.0,Euro 0,1179000.0
Mercedes-Benz,2020,75000.0,белый,55050.0,автоматическая,полный,2 владельца,3.0,367.0,бензиновый ,АИ-95 ,5.7,9.0,Германия ,E ,250.0,Euro 6 ,9350000.0
Kia,2014,101754.0,серебристый,5250.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.5,8.4,Южная Корея ,C ,176.0,Euro 5 ,1349000.0
Opel,1999,51073.0,синий,2525.0,механическая,передний,3 или более,1.6,101.0,бензиновый ,АИ-95 ,11.5,7.0,Германия ,C ,188.0,Euro 0,147000.0
Hyundai,2021,49224.0,белый,3075.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.1,7.1,Южная Корея ,B ,169.0,Euro 5 ,1860000.0
Audi,2012,151426.0,белый,14625.0,автоматическая,полный,3 или более,2.0,225.0,бензиновый ,АИ-95 ,7.1,7.9,Германия ,D ,222.0,Euro 5 ,1710000.0
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0
Ford,2011,215000.0,чёрный,5250.0,роботизированная,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,9.3,6.4,США ,C ,200.0,Euro 5 ,819900.0
Kia,2012,208774.0,серебристый,4386.0,механическая,передний,1 владелец,1.6,129.0,бензиновый ,АИ-95 ,10.5,6.4,Южная Корея ,C ,195.0,Euro 4 ,765000.0
Land,2018,85000.0,чёрный,9000.0,автоматическая,полный,2 владельца,2.0,180.0,дизельный ,ДТ ,8.9,5.4,Великобритания ,D ,209.0,Euro 6 ,4250000.0
Nissan,2018,97366.0,чёрный,5040.0,механическая,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,11.1,8.3,Япония ,D ,183.0,Euro 6 ,2145000.0
Mercedes-Benz,2020,25000.0,синий,38700.0,автоматическая,полный,1 владелец,2.0,258.0,бензиновый ,АИ-95 ,7.5,10.6,Германия ,E ,228.0,Euro 0,7500000.0
BMW,2021,57443.0,белый,51000.0,автоматическая,полный,1 владелец,3.0,340.0,бензиновый ,АИ-95 ,6.1,9.5,Германия ,F ,245.0,Euro 6 ,9480000.0
Land,2021,45000.0,чёрный,78750.0,автоматическая,полный,1 владелец,5.0,525.0,бензиновый ,АИ-95 ,5.4,12.7,Великобритания ,J ,225.0,Euro 6 ,12207000.0
Volvo,2014,126610.0,чёрный,9050.0,автоматическая,полный,3 или более,2.4,181.0,дизельный ,ДТ ,10.2,6.4,Швеция ,D ,190.0,Euro 5 ,2215000.0
Mercedes-Benz,2023,206.0,чёрный,263250.0,автоматическая,полный,1 владелец,4.0,585.0,бензиновый ,АИ-98 ,4.5,13.3,Германия ,J ,220.0,Euro 6 ,59000000.0
Ford,2007,244048.0,серый,5075.0,автоматическая,передний,3 или более,2.0,145.0,бензиновый ,АИ-95 ,10.7,7.9,США ,C ,195.0,Euro 0,399000.0
Lada,2019,175100.0,белый,2650.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,13.5,9.0,Россия ,C ,165.0,Euro 5 ,1060000.0
Chevrolet,2011,173000.0,серебристый,2725.0,механическая,передний,2 владельца,1.6,109.0,бензиновый ,АИ-95 ,11.4,7.8,США ,C ,187.0,Euro 4 ,530000.0
Ford,2012,214060.0,серебристый,3125.0,роботизированная,передний,3 или более,1.6,125.0,бензиновый ,АИ-95 ,11.7,6.4,США ,C ,193.0,Euro 5 ,680000.0
Mercedes-Benz,2018,95383.0,синий,55050.0,автоматическая,полный,1 владелец,3.0,367.0,бензиновый ,АИ-95 ,5.7,9.4,Германия ,E ,250.0,Euro 6 ,5988000.0
Ford,2018,90824.0,белый,5250.0,автоматическая,передний,1 владелец,2.5,150.0,бензиновый ,АИ-95 ,10.7,8.1,США ,C ,185.0,Euro 5 ,1915000.0
Hyundai,2021,51160.0,чёрный,3075.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1850000.0
Ford,2013,121060.0,красный,3125.0,роботизированная,передний,2 владельца,1.6,125.0,бензиновый ,АИ-95 ,11.7,6.4,США ,C ,193.0,Euro 5 ,762000.0
Ford,2018,143028.0,серый,5100.0,автоматическая,передний,1 владелец,2.5,150.0,бензиновый ,АИ-95 ,10.7,8.1,США ,C ,185.0,Euro 5 ,1835000.0
Land,2013,135150.0,чёрный,18600.0,автоматическая,полный,3 или более,3.0,248.0,дизельный ,ДТ ,7.9,7.5,Великобритания ,J ,209.0,Euro 5 ,3717000.0
Land,2014,161000.0,белый,18000.0,автоматическая,полный,2 владельца,2.0,240.0,бензиновый ,АИ-95 ,8.8,9.6,Великобритания ,C ,200.0,Euro 5 ,1575000.0
Ford,2013,207079.0,чёрный,9100.0,автоматическая,полный,1 владелец,1.6,182.0,бензиновый ,АИ-95 ,9.7,7.7,США ,C ,200.0,Euro 5 ,1217000.0
Ford,2012,181430.0,коричневый,5250.0,роботизированная,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,9.5,6.4,США ,C ,200.0,Euro 5 ,817000.0
Honda,2003,110000.0,белый,10000.0,механическая,передний,3 или более,2.0,200.0,бензиновый ,АИ-95 ,6.6,8.9,Япония ,C ,235.0,Euro 0,879000.0
Honda,2000,270000.0,зелёный,5145.0,автоматическая,передний,2 владельца,2.0,147.0,бензиновый ,АИ-95 ,11.4,9.7,Япония ,C ,170.0,Euro 0,525000.0
Porsche,2021,8600.0,серый,51000.0,автоматическая,полный,2 владельца,3.0,340.0,бензиновый ,АИ-98 ,6.2,9.2,Германия ,E ,245.0,Euro 6 ,11000000.0
Land,2014,198000.0,чёрный,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,9.3,8.8,Великобритания ,J ,180.0,Euro 5 ,2422000.0
Ford,2019,92112.0,синий,3000.0,роботизированная,передний,2 владельца,1.5,120.0,дизельный ,ДТ ,12.4,4.8,США ,C ,171.0,Euro 6 ,2029000.0
Nissan,2019,91620.0,серый,5040.0,вариатор,передний,3 или более,2.0,144.0,бензиновый ,АИ-95 ,10.1,7.0,Япония ,C ,184.0,Euro 5 ,1475000.0
Hyundai,2019,66736.0,чёрный,5215.0,автоматическая,передний,2 владельца,2.0,149.0,бензиновый ,АИ-95 ,10.7,7.5,Южная Корея ,B ,183.0,Euro 6 ,1930000.0
Volkswagen,2019,76313.0,серый,18675.0,автоматическая,полный,2 владельца,2.0,249.0,бензиновый ,АИ-95 ,6.8,8.2,Германия ,E ,225.0,Euro 6 ,4299000.0
Porsche,2017,88000.0,чёрный,18375.0,автоматическая,полный,1 владелец,3.0,245.0,дизельный ,ДТ ,7.3,6.8,Германия ,E ,221.0,Euro 5 ,5500000.0
Land,2019,82780.0,белый,9000.0,автоматическая,полный,1 владелец,2.0,180.0,дизельный ,ДТ ,8.9,5.4,Великобритания ,D ,209.0,Euro 6 ,4599000.0
Hyundai,2019,78520.0,белый,3075.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,12.1,7.1,Южная Корея ,B ,169.0,Euro 6 ,1769000.0
Ford,2017,171017.0,коричневый,5250.0,автоматическая,передний,1 владелец,2.5,150.0,бензиновый ,АИ-95 ,10.7,8.1,США ,C ,185.0,Euro 5 ,1529000.0
Mazda,2013,153863.0,серый,5250.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.5,6.1,Япония ,D ,207.0,Euro 0,1475000.0
Mercedes-Benz,2009,250000.0,чёрный,13260.0,автоматическая,задний,3 или более,2.5,204.0,бензиновый ,АИ-95 ,8.6,9.1,Германия ,D ,233.0,Euro 0,759900.0
Porsche,2019,91500.0,чёрный,66000.0,автоматическая,полный,3 или более,2.9,440.0,бензиновый ,АИ-98 ,5.2,9.4,Германия ,E ,265.0,Euro 6 ,8300000.0
Mazda,2020,24285.0,синий,9700.0,автоматическая,полный,2 владельца,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,3399000.0
Land,2018,95320.0,белый,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,7.6,6.9,Великобритания ,J ,209.0,Euro 4 ,5799000.0
Geely,2022,1013.0,серебристый,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,2300000.0
Kia,2017,271000.0,жёлтый,5250.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.7,7.8,Южная Корея ,D ,202.0,Euro 0,1179000.0
Mercedes-Benz,2020,75000.0,белый,55050.0,автоматическая,полный,2 владельца,3.0,367.0,бензиновый ,АИ-95 ,5.7,9.0,Германия ,E ,250.0,Euro 6 ,9350000.0
Kia,2014,101754.0,серебристый,5250.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.5,8.4,Южная Корея ,C ,176.0,Euro 5 ,1349000.0
Hyundai,2021,49224.0,белый,3075.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.1,7.1,Южная Корея ,B ,169.0,Euro 5 ,1860000.0
Audi,2012,151426.0,белый,14625.0,автоматическая,полный,3 или более,2.0,225.0,бензиновый ,АИ-95 ,7.1,7.9,Германия ,D ,222.0,Euro 5 ,1710000.0
Volvo,2021,40000.0,белый,48000.0,автоматическая,полный,3 или более,2.0,320.0,гибридный ,АИ-95 ,5.6,2.1,Швеция ,E ,230.0,Euro 6 ,9350000.0
Kia,2011,153227.0,серебристый,3050.0,автоматическая,передний,3 или более,1.6,122.0,бензиновый ,АИ-95 ,11.9,6.6,Южная Корея ,C ,187.0,Euro 0,750000.0
Nissan,2021,39796.0,серый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 6 ,2860932.0
Toyota,2021,56000.0,белый,18675.0,автоматическая,передний,1 владелец,3.5,249.0,бензиновый ,АИ-92 ,7.7,8.7,Япония ,D ,220.0,Euro 6 ,3699000.0
Mazda,2019,74320.0,коричневый,9700.0,автоматическая,полный,2 владельца,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,3399000.0
Lexus,2021,29000.0,чёрный,55050.0,автоматическая,полный,1 владелец,5.7,367.0,бензиновый ,АИ-92 ,7.7,14.8,Япония ,J ,210.0,Euro 0,11222222.0
Toyota,2021,7000.0,чёрный,9950.0,автоматическая,полный,2 владельца,2.5,199.0,бензиновый ,АИ-92 ,8.5,7.3,Япония ,C ,200.0,Euro 5 ,3455000.0
Kia,2018,245690.0,белый,5250.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.7,7.8,Южная Корея ,D ,202.0,Euro 0,1319000.0
Voyah,2023,302.0,чёрный,13260.0,автоматическая,полный,1 владелец,1.5,490.0,гибридный ,АИ-92 ,4.8,0.81,Китай ,E ,200.0,Euro 6 ,5399000.0
Honda,2007,214374.0,серебристый,5250.0,автоматическая,полный,3 или более,2.0,150.0,бензиновый ,АИ-95 ,12.2,8.2,Япония ,C ,177.0,Euro 0,1250000.0
Honda,2013,301200.0,коричневый,9310.0,автоматическая,полный,2 владельца,2.4,190.0,бензиновый ,АИ-92 ,10.7,8.4,Япония ,C ,184.0,Euro 0,1780000.0
Subaru,2013,86550.0,зелёный,7695.0,вариатор,полный,1 владелец,2.5,171.0,бензиновый ,АИ-95 ,9.9,8.2,Япония ,D ,196.0,Euro 0,1800000.0
Skoda,2022,30000.0,серый,9000.0,роботизированная,полный,2 владельца,2.0,180.0,бензиновый ,АИ-95 ,7.8,7.3,Чехия ,D ,206.0,Euro 6 ,4387000.0
Nissan,2012,125000.0,чёрный,2925.0,механическая,передний,2 владельца,1.6,117.0,бензиновый ,АИ-95 ,11.0,6.3,Япония ,B ,178.0,Euro 0,989900.0
Kia,2022,16361.0,чёрный,3075.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,11.2,7.4,Южная Корея ,B ,182.0,Euro 5 ,2349000.0
Chery,2020,33000.0,синий,5145.0,роботизированная,передний,2 владельца,1.5,147.0,бензиновый ,АИ-95 ,9.7,7.2,Китай ,B ,190.0,Euro 5 ,1299000.0
